DC024,DC205,DC214,DC220,DC235,DC109,DC142a,DC201
11.0,12.0,36.0,50.0,3.0,11.0,56.0,1.0
11.0,12.0,35.0,57.0,3.0,11.0,96.0,1.0
11.0,12.0,35.0,38.0,3.0,11.0,168.0,1.0
11.0,31.0,36.0,37.0,3.0,51.0,15.0,1.0
11.0,12.0,36.0,34.0,3.0,11.0,42.0,1.0
11.0,12.0,36.0,30.0,3.0,11.0,36.0,1.0
11.0,31.0,36.0,31.0,3.0,51.0,30.0,1.0
11.0,12.0,35.0,39.0,2.0,11.0,36.0,1.0
11.0,12.0,35.0,23.0,3.0,11.0,36.0,1.0
11.0,12.0,36.0,55.0,1.0,11.0,72.0,1.0
11.0,12.0,35.0,40.0,1.0,11.0,48.0,1.0
11.0,12.0,35.0,90.0,2.0,11.0,54.0,1.0
11.0,12.0,35.0,35.0,2.0,11.0,36.0,1.0
11.0,12.0,35.0,64.0,1.0,11.0,140.0,1.0
11.0,12.0,23.0,52.0,1.0,11.0,45.0,1.0
11.0,12.0,36.0,43.0,3.0,11.0,81.0,1.0
11.0,31.0,35.0,52.0,3.0,51.0,36.0,1.0
11.0,12.0,35.0,31.0,2.0,11.0,40.0,1.0
11.0,12.0,35.0,39.0,1.0,11.0,37.0,1.0
11.0,12.0,35.0,31.0,1.0,11.0,40.0,1.0
11.0,12.0,35.0,49.0,2.0,11.0,225.0,1.0
11.0,12.0,35.0,61.0,1.168289643349886,11.0,80.0,1.0
11.0,12.0,35.0,74.0,1.263633138662617,11.0,192.0,1.0
11.0,12.0,35.0,43.0,2.0,11.0,63.0,1.0
11.0,12.0,35.0,42.0,1.2728946614763907,11.0,54.0,1.0
11.0,12.0,35.0,26.0,1.4756821932464703,11.0,64.0,1.0
11.0,12.0,35.0,31.0,1.0,11.0,77.0,1.0
11.0,12.0,35.0,21.0,1.6343527600840568,11.0,12.0,1.0
11.0,12.0,35.0,20.0,1.5749225481605122,11.0,9.0,1.0
11.0,12.0,35.0,46.0,2.0,11.0,62.0,1.0
11.0,12.0,35.0,34.0,1.4235212652787768,11.0,60.0,1.0
11.0,17.0,35.0,21.0,1.691333999010816,21.0,16.0,1.0
11.0,12.0,35.0,70.0,1.3295648751330391,11.0,60.0,1.0
11.0,12.0,35.0,36.0,1.57864181469809,11.0,11.0,1.0
11.0,12.0,35.0,21.0,1.0,11.0,38.0,1.0
11.0,12.0,35.0,62.0,1.3790006809690645,11.0,40.0,1.0
11.0,12.0,36.0,64.0,2.0,11.0,60.0,1.0
11.0,12.0,35.0,69.0,1.1878412799105678,11.0,200.0,1.0
11.0,12.0,35.0,46.0,1.2712238300375902,11.0,72.0,1.0
11.0,12.0,35.0,63.0,1.0,11.0,80.0,1.0
11.0,12.0,35.0,59.0,2.0,11.0,165.0,1.0
11.0,12.0,35.0,57.0,2.0,11.0,36.0,1.0
11.0,12.0,35.0,30.0,1.0,11.0,225.0,1.0
11.0,12.0,35.0,65.0,1.0,11.0,70.0,1.0
11.0,12.0,36.0,50.0,1.0,11.0,80.0,1.0
11.0,12.0,36.0,82.0,1.0,11.0,15.0,1.0
11.0,12.0,32.0,53.0,1.0,11.0,140.0,1.0
11.0,12.0,35.0,49.0,2.0,11.0,130.0,1.0
11.0,12.0,35.0,52.0,1.0,11.0,45.0,1.0
11.0,12.0,35.0,48.0,1.579063131790695,11.0,80.0,1.0
11.0,12.0,35.0,51.0,1.0,11.0,80.0,1.0
11.0,16.0,36.0,64.0,1.0,12.0,72.0,1.0
11.0,12.0,36.0,56.0,1.0,11.0,64.0,1.0
11.0,12.0,36.0,64.0,1.0,11.0,114.0,1.0
11.0,12.0,35.0,49.0,1.0,11.0,108.0,1.0
11.0,31.0,35.0,34.0,1.0,31.0,60.0,1.0
11.0,12.0,36.0,81.0,2.0,11.0,28.0,1.0
11.0,31.0,36.0,80.0,1.0,51.0,64.0,1.0
11.0,12.0,35.0,54.0,1.0,11.0,80.0,1.0
11.0,12.0,35.0,46.0,1.0,11.0,63.0,1.0
11.0,12.0,35.0,56.0,1.0,11.0,64.0,1.0
11.0,12.0,35.0,65.0,1.0,11.0,81.0,1.0
11.0,12.0,35.0,56.0,2.0,11.0,63.0,0.0
11.0,12.0,35.0,60.0,1.0,11.0,128.0,1.0
11.0,12.0,35.0,53.0,1.0,11.0,80.0,1.0
11.0,17.0,23.0,76.0,3.0,21.0,45.0,1.0
11.0,12.0,35.0,64.0,2.0,11.0,64.0,1.0
11.0,31.0,36.0,34.0,2.0,51.0,32.0,1.0
11.0,12.0,35.0,33.0,1.0,11.0,100.0,1.0
11.0,12.0,34.0,27.0,1.0,11.0,63.0,1.0
11.0,12.0,35.0,60.0,1.3413526689241384,11.0,120.0,1.0
11.0,12.0,35.0,53.0,1.499102410264208,11.0,70.0,1.0
11.0,12.0,35.0,68.0,1.2234846678556026,11.0,300.0,1.0
11.0,12.0,36.0,72.0,1.5384842193176014,11.0,79.0,1.0
11.0,12.0,36.0,53.0,1.4430644900473817,11.0,56.0,1.0
11.0,12.0,35.0,67.0,1.0,11.0,132.0,1.0
11.0,12.0,35.0,61.0,1.2594316709385562,11.0,112.0,1.0
11.0,12.0,36.0,32.0,1.3645984550117345,11.0,80.0,1.0
11.0,12.0,35.0,44.0,1.1447182670568758,11.0,156.0,1.0
11.0,12.0,35.0,33.0,1.5312027442111231,11.0,28.0,1.0
11.0,12.0,36.0,49.0,1.0,11.0,100.0,1.0
11.0,12.0,35.0,30.0,1.2114848752037108,11.0,64.0,1.0
11.0,12.0,36.0,29.0,1.7736514123097868,11.0,96.0,1.0
11.0,12.0,35.0,27.0,1.654633964038189,11.0,32.0,1.0
11.0,12.0,35.0,36.0,1.3582142372918995,11.0,65.0,1.0
11.0,12.0,35.0,25.0,1.117617210645144,11.0,100.0,1.0
11.0,12.0,35.0,20.0,2.0,11.0,35.0,1.0
11.0,12.0,35.0,54.0,1.0,11.0,112.0,1.0
11.0,17.0,35.0,18.0,1.0,21.0,16.0,1.0
11.0,12.0,35.0,55.0,1.0,11.0,36.0,1.0
11.0,12.0,35.0,71.0,1.0,11.0,112.0,1.0
11.0,17.0,23.0,70.0,2.0,21.0,60.0,1.0
11.0,31.0,35.0,47.0,2.0,31.0,70.0,1.0
11.0,17.0,23.0,60.0,2.0,21.0,72.0,1.0
11.0,16.0,23.0,48.0,2.0,12.0,63.0,0.0
11.0,12.0,36.0,80.0,2.0,11.0,42.0,0.0
11.0,12.0,35.0,46.0,1.0,11.0,280.0,1.0
11.0,31.0,35.0,55.0,1.0,31.0,77.0,1.0
11.0,31.0,36.0,78.0,2.0,31.0,12.0,1.0
11.0,31.0,36.0,67.0,2.0,31.0,72.0,1.0
11.0,31.0,36.0,90.0,2.0,31.0,42.0,0.0
11.0,31.0,36.0,90.0,2.0,31.0,42.0,1.0
11.0,31.0,36.0,45.0,2.0,31.0,68.0,0.0
11.0,16.0,36.0,75.0,1.0,12.0,15.0,1.0
11.0,12.0,36.0,34.0,1.0,11.0,60.0,0.0
11.0,31.0,36.0,65.0,2.0,31.0,42.0,1.0
11.0,12.0,34.0,54.0,1.0,11.0,54.0,1.0
11.0,31.0,36.0,70.0,3.0,31.0,16.0,1.0
11.0,16.0,36.0,66.0,1.0,12.0,12.0,1.0
11.0,16.0,36.0,49.0,2.0,12.0,48.0,1.0
11.0,16.0,36.0,48.0,1.0,12.0,35.0,1.0
11.0,16.0,35.0,64.0,2.0,12.0,72.0,1.0
11.0,31.0,36.0,60.0,2.0,31.0,36.0,0.0
11.0,12.0,36.0,42.0,2.0,11.0,42.0,1.0
11.0,12.0,36.0,45.0,2.0,11.0,48.0,1.0
11.0,31.0,35.0,51.0,2.0,31.0,68.0,1.0
11.0,16.0,36.0,31.0,2.0,12.0,30.0,1.0
11.0,16.0,35.0,58.0,1.0,12.0,200.0,1.0
11.0,31.0,35.0,44.0,2.0,31.0,63.0,1.0
11.0,12.0,35.0,46.0,1.0,11.0,110.0,1.0
11.0,16.0,36.0,45.0,1.0,12.0,30.0,1.0
11.0,12.0,35.0,63.0,2.0,11.0,96.0,1.0
11.0,12.0,35.0,40.0,2.0,11.0,176.0,1.0
11.0,12.0,35.0,62.0,2.0,11.0,60.0,1.0
11.0,31.0,36.0,34.0,1.0,31.0,36.0,1.0
11.0,16.0,36.0,80.0,1.0,12.0,12.0,1.0
11.0,31.0,36.0,48.0,2.0,31.0,96.0,1.0
11.0,17.0,36.0,46.0,1.0,21.0,70.0,1.0
11.0,12.0,36.0,58.0,1.0,11.0,94.0,1.0
11.0,16.0,36.0,82.0,2.0,12.0,48.0,1.0
11.0,16.0,34.0,45.0,2.0,12.0,42.0,1.0
11.0,16.0,36.0,43.0,1.0,12.0,80.0,1.0
11.0,12.0,36.0,80.0,1.0,11.0,150.0,1.0
11.0,12.0,35.0,52.0,1.0,11.0,70.0,1.0
11.0,21.0,36.0,47.0,1.0,41.0,32.0,1.0
11.0,16.0,35.0,40.0,2.0,12.0,96.0,1.0
11.0,12.0,35.0,68.0,2.0,11.0,80.0,1.0
11.0,12.0,23.0,39.0,2.0,11.0,32.0,1.0
11.0,31.0,36.0,40.0,2.0,51.0,48.0,0.0
11.0,17.0,36.0,59.0,1.0,21.0,48.0,1.0
11.0,12.0,36.0,64.0,1.0,11.0,48.0,1.0
11.0,16.0,36.0,60.0,2.0,12.0,42.0,0.0
11.0,17.0,36.0,60.0,1.0,21.0,42.0,1.0
11.0,17.0,12.0,49.0,1.0,21.0,72.0,1.0
11.0,31.0,36.0,67.0,2.0,51.0,24.0,1.0
11.0,17.0,36.0,47.0,2.0,21.0,105.0,1.0
11.0,17.0,36.0,72.0,1.0,21.0,150.0,1.0
11.0,16.0,36.0,45.0,1.0,12.0,126.0,1.0
11.0,17.0,36.0,36.0,2.0,21.0,20.0,1.0
11.0,12.0,36.0,44.0,1.0,11.0,75.0,1.0
11.0,12.0,35.0,35.0,2.0,11.0,120.0,1.0
11.0,17.0,36.0,36.0,1.0,21.0,36.0,1.0
11.0,12.0,35.0,61.0,1.0,11.0,50.0,1.0
11.0,16.0,35.0,41.0,1.0,12.0,50.0,1.0
11.0,17.0,36.0,48.0,1.0,21.0,48.0,1.0
11.0,17.0,36.0,72.0,2.0,21.0,56.0,1.0
11.0,16.0,34.0,57.0,1.0,12.0,56.0,1.0
11.0,16.0,12.0,35.0,2.0,12.0,12.0,1.0
11.0,17.0,35.0,36.0,2.0,21.0,120.0,1.0
11.0,17.0,36.0,30.0,1.0,21.0,98.0,1.0
11.0,17.0,36.0,61.0,2.0,21.0,60.0,1.0
11.0,17.0,36.0,32.0,1.0,21.0,36.0,1.0
11.0,12.0,23.0,60.0,1.0,11.0,48.0,1.0
11.0,16.0,35.0,33.0,1.0,12.0,50.0,1.0
11.0,12.0,32.0,26.0,1.0,11.0,85.0,0.0
11.0,16.0,36.0,47.0,2.0,12.0,70.0,1.0
11.0,16.0,36.0,75.0,1.0,12.0,150.0,1.0
11.0,16.0,35.0,51.0,3.0,12.0,30.0,1.0
11.0,12.0,35.0,80.0,1.0,11.0,70.0,1.0
11.0,12.0,35.0,47.0,2.0,11.0,144.0,1.0
11.0,17.0,12.0,57.0,2.0,21.0,36.0,0.0
11.0,16.0,35.0,63.0,1.0,12.0,54.0,1.0
11.0,12.0,35.0,68.0,2.0,11.0,84.0,1.0
11.0,12.0,35.0,73.0,1.0,11.0,98.0,1.0
11.0,16.0,36.0,40.0,1.0,12.0,120.0,1.0
11.0,16.0,35.0,67.0,1.0,12.0,60.0,1.0
11.0,16.0,35.0,65.0,3.0,12.0,54.0,1.0
11.0,12.0,35.0,41.0,2.0,11.0,88.0,1.0
11.0,12.0,35.0,37.0,3.0,11.0,84.0,1.0
11.0,12.0,36.0,40.0,3.0,11.0,72.0,1.0
11.0,16.0,36.0,33.0,3.0,12.0,64.0,1.0
11.0,16.0,36.0,89.0,1.0,12.0,105.0,1.0
11.0,16.0,35.0,64.0,1.0,12.0,56.0,1.0
11.0,12.0,36.0,80.0,1.0,11.0,28.0,1.0
11.0,12.0,35.0,42.0,1.0,11.0,48.0,1.0
11.0,12.0,36.0,33.0,2.0,11.0,42.0,1.0
11.0,16.0,35.0,59.0,1.7515802574685833,12.0,36.0,1.0
11.0,16.0,35.0,33.0,1.6916710600747666,12.0,42.0,1.0
11.0,16.0,35.0,46.0,1.725322680602828,12.0,42.0,1.0
11.0,16.0,35.0,48.0,1.7406809004722186,12.0,54.0,1.0
11.0,12.0,36.0,60.0,1.0,11.0,60.0,1.0
11.0,12.0,35.0,41.0,1.869743797231595,11.0,42.0,1.0
11.0,12.0,35.0,48.0,1.4927013656908716,11.0,90.0,1.0
11.0,31.0,35.0,40.0,1.6998222074788811,31.0,36.0,1.0
11.0,16.0,35.0,68.0,1.5866524442350056,12.0,60.0,1.0
11.0,12.0,35.0,41.0,1.0,11.0,42.0,1.0
11.0,16.0,35.0,40.0,1.673216950528115,12.0,50.0,1.0
11.0,16.0,35.0,38.0,2.0,12.0,36.0,1.0
11.0,12.0,36.0,46.0,1.5632787423634464,11.0,36.0,1.0
11.0,12.0,35.0,90.0,1.7832037213183238,11.0,36.0,1.0
11.0,16.0,35.0,51.0,1.5605429683124163,12.0,36.0,1.0
11.0,12.0,35.0,59.0,1.7689716228236558,11.0,42.0,1.0
11.0,12.0,23.0,27.0,1.8750309636395663,11.0,36.0,1.0
11.0,12.0,35.0,35.0,1.6954777022883714,11.0,36.0,1.0
11.0,16.0,36.0,57.0,1.7392946984636892,12.0,60.0,1.0
11.0,12.0,35.0,71.0,1.5985195761514437,11.0,36.0,1.0
11.0,16.0,35.0,52.0,1.6050488088227777,12.0,42.0,1.0
11.0,16.0,35.0,59.0,2.0,12.0,36.0,1.0
11.0,12.0,35.0,34.0,1.657235973762506,11.0,36.0,1.0
11.0,16.0,35.0,35.0,1.0,12.0,48.0,1.0
11.0,12.0,36.0,29.0,1.729592982398588,11.0,60.0,1.0
11.0,31.0,36.0,55.0,3.0,31.0,42.0,0.0
11.0,12.0,36.0,37.0,2.0,11.0,42.0,0.0
11.0,31.0,36.0,31.0,3.0,51.0,42.0,0.0
11.0,21.0,23.0,52.0,3.0,41.0,96.0,0.0
11.0,31.0,36.0,51.0,3.0,51.0,36.0,0.0
11.0,31.0,36.0,55.0,3.0,31.0,28.0,0.0
11.0,31.0,36.0,64.0,3.0,31.0,42.0,0.0
11.0,31.0,36.0,70.0,3.0,31.0,45.0,0.0
11.0,31.0,36.0,31.0,3.0,31.0,35.0,0.0
11.0,31.0,36.0,70.0,1.0,31.0,80.0,1.0
11.0,31.0,36.0,56.0,3.0,31.0,30.0,0.0
11.0,31.0,35.0,45.0,3.0,31.0,36.0,0.0
11.0,12.0,36.0,45.0,2.0,11.0,42.0,1.0
11.0,31.0,36.0,40.0,3.0,31.0,35.0,0.0
11.0,31.0,36.0,56.0,3.0,51.0,49.0,0.0
11.0,31.0,36.0,46.0,3.0,31.0,42.0,0.0
11.0,12.0,23.0,48.0,1.0,11.0,72.0,1.0
11.0,31.0,36.0,59.0,3.0,51.0,70.0,1.0
11.0,16.0,36.0,59.0,1.0,12.0,70.0,1.0
11.0,16.0,36.0,63.0,1.0,12.0,70.0,1.0
11.0,16.0,35.0,56.0,1.0,12.0,156.0,1.0
11.0,12.0,23.0,65.0,3.0,11.0,56.0,1.0
11.0,16.0,24.0,56.0,1.0,12.0,42.0,1.0
11.0,12.0,35.0,43.0,1.0,11.0,88.0,1.0
11.0,31.0,23.0,54.0,2.0,31.0,67.0,1.0
11.0,17.0,23.0,58.0,1.0,21.0,72.0,1.0
11.0,12.0,35.0,56.0,1.0,11.0,56.0,1.0
11.0,16.0,35.0,57.0,1.0,12.0,120.0,1.0
11.0,12.0,35.0,62.0,1.0,11.0,110.0,0.0
11.0,31.0,36.0,49.0,2.0,31.0,21.0,1.0
11.0,31.0,35.0,46.0,1.0,31.0,56.0,1.0
11.0,21.0,23.0,57.0,1.0,41.0,36.0,1.0
11.0,12.0,35.0,32.0,3.0,11.0,72.0,1.0
11.0,12.0,35.0,67.0,2.0,11.0,99.0,1.0
11.0,12.0,36.0,39.0,1.0,11.0,48.0,1.0
11.0,12.0,36.0,77.0,1.6514835752372827,11.0,96.0,1.0
11.0,12.0,36.0,39.0,1.5368578020299302,11.0,30.0,1.0
11.0,12.0,32.0,67.0,1.0,11.0,63.0,1.0
11.0,12.0,36.0,72.0,1.0,11.0,108.0,1.0
11.0,12.0,35.0,59.0,1.0,11.0,90.0,1.0
11.0,12.0,35.0,51.0,1.0,11.0,72.0,1.0
11.0,12.0,36.0,33.0,1.889725254948809,11.0,42.0,1.0
11.0,12.0,36.0,40.0,1.832402174301004,11.0,36.0,1.0
11.0,12.0,36.0,45.0,1.0,11.0,36.0,0.0
11.0,12.0,36.0,31.0,2.0,11.0,48.0,1.0
11.0,21.0,36.0,46.0,2.0,41.0,56.0,0.0
11.0,16.0,36.0,58.0,1.0,12.0,49.0,1.0
11.0,12.0,35.0,62.0,1.6764263052458903,11.0,42.0,1.0
11.0,12.0,36.0,48.0,1.0,11.0,56.0,1.0
11.0,12.0,35.0,51.0,2.0,11.0,104.0,1.0
11.0,12.0,35.0,61.0,1.125254656870312,11.0,128.0,1.0
11.0,12.0,35.0,37.0,2.0,11.0,64.0,1.0
11.0,12.0,36.0,81.0,3.0,11.0,63.0,0.0
11.0,12.0,35.0,50.0,3.0,11.0,18.0,0.0
11.0,16.0,36.0,27.0,3.0,12.0,55.0,1.0
11.0,12.0,36.0,46.0,3.0,11.0,48.0,0.0
11.0,31.0,36.0,33.0,3.0,31.0,24.0,0.0
11.0,12.0,35.0,37.0,3.0,11.0,88.0,1.0
11.0,21.0,36.0,50.0,3.0,41.0,56.0,0.0
11.0,12.0,36.0,43.0,3.0,11.0,42.0,0.0
11.0,31.0,36.0,31.0,3.0,31.0,24.0,1.0
11.0,12.0,36.0,40.0,3.0,11.0,48.0,0.0
11.0,12.0,35.0,45.0,3.0,11.0,48.0,0.0
11.0,12.0,36.0,60.0,3.0,11.0,81.0,0.0
11.0,12.0,36.0,43.0,3.0,11.0,128.0,1.0
11.0,12.0,36.0,59.0,3.0,11.0,60.0,0.0
11.0,12.0,35.0,34.0,1.5619675793544283,11.0,92.0,1.0
11.0,12.0,36.0,66.0,3.0,11.0,72.0,0.0
11.0,31.0,35.0,30.0,3.0,31.0,15.0,0.0
11.0,12.0,35.0,25.0,1.0,11.0,48.0,0.0
11.0,16.0,35.0,38.0,1.0,12.0,70.0,1.0
11.0,12.0,36.0,53.0,2.0,11.0,30.0,1.0
11.0,12.0,36.0,51.0,1.0,11.0,35.0,1.0
11.0,12.0,35.0,76.0,1.0,11.0,70.0,1.0
11.0,12.0,36.0,57.0,2.0,11.0,68.0,1.0
11.0,12.0,36.0,44.0,1.0,11.0,48.0,1.0
11.0,16.0,36.0,72.0,1.0,12.0,48.0,1.0
11.0,12.0,36.0,22.0,1.0,11.0,36.0,1.0
11.0,12.0,36.0,44.0,1.0,11.0,72.0,1.0
11.0,16.0,35.0,57.0,1.0,12.0,77.0,1.0
11.0,12.0,36.0,43.0,1.0,11.0,60.0,1.0
11.0,12.0,36.0,58.0,2.0,11.0,20.0,1.0
11.0,12.0,36.0,33.0,2.0,11.0,60.0,1.0
11.0,12.0,35.0,72.0,1.3651780094175292,11.0,70.0,1.0
11.0,12.0,35.0,43.0,1.0,11.0,170.0,1.0
11.0,12.0,35.0,66.0,1.3807198353061998,11.0,90.0,1.0
11.0,16.0,35.0,52.0,1.0,12.0,130.0,1.0
11.0,12.0,36.0,69.0,1.0,11.0,42.0,1.0
11.0,12.0,36.0,57.0,1.831924712517015,11.0,46.0,1.0
11.0,17.0,35.0,77.0,1.5640267541262174,21.0,90.0,1.0
11.0,12.0,36.0,53.0,1.6922262491108984,11.0,63.0,1.0
11.0,12.0,35.0,80.0,1.4217557148387496,11.0,63.0,1.0
11.0,12.0,23.0,53.0,2.0928014821907244,11.0,42.0,1.0
11.0,12.0,36.0,46.0,1.0,11.0,100.0,1.0
11.0,17.0,36.0,85.0,1.8439648657355765,21.0,36.0,1.0
11.0,12.0,35.0,75.0,1.2034519321894386,11.0,132.0,1.0
11.0,12.0,36.0,43.0,1.8240518626072624,11.0,90.0,1.0
11.0,12.0,36.0,49.0,2.036934735560845,11.0,42.0,1.0
11.0,31.0,23.0,39.0,1.7291394305056147,31.0,42.0,1.0
11.0,31.0,35.0,39.0,1.0,31.0,48.0,1.0
11.0,12.0,36.0,57.0,2.0,11.0,42.0,1.0
11.0,12.0,36.0,55.0,1.7740416851227363,11.0,56.0,1.0
11.0,12.0,23.0,75.0,1.0,11.0,36.0,1.0
11.0,17.0,36.0,64.0,1.9296552904944453,21.0,42.0,1.0
11.0,17.0,23.0,49.0,2.0470818063871805,21.0,42.0,1.0
11.0,12.0,35.0,79.0,1.512936285589192,11.0,91.0,1.0
11.0,12.0,36.0,54.0,1.7326712843571994,11.0,86.0,1.0
11.0,12.0,36.0,75.0,1.2954661233932132,11.0,110.0,1.0
11.0,12.0,35.0,57.0,1.0,11.0,80.0,1.0
11.0,17.0,35.0,63.0,1.0,21.0,21.0,1.0
11.0,12.0,36.0,57.0,1.0,11.0,40.0,1.0
11.0,12.0,34.0,33.0,1.0,11.0,56.0,1.0
11.0,12.0,36.0,63.0,2.0,11.0,79.0,1.0
11.0,16.0,36.0,32.0,1.0,12.0,50.0,1.0
11.0,12.0,36.0,47.0,1.0,11.0,68.0,1.0
11.0,16.0,36.0,53.0,1.0,12.0,70.0,1.0
11.0,17.0,36.0,57.0,2.0,21.0,56.0,1.0
11.0,16.0,23.0,62.0,1.0,12.0,24.0,1.0
11.0,16.0,36.0,51.0,2.0,12.0,70.0,1.0
11.0,12.0,23.0,43.0,2.0,11.0,30.0,1.0
11.0,16.0,36.0,47.0,3.0,12.0,54.0,1.0
11.0,31.0,36.0,60.0,3.0,51.0,76.0,0.0
11.0,31.0,35.0,33.0,3.0,51.0,35.0,1.0
11.0,12.0,31.0,26.0,1.0,11.0,42.0,1.0
11.0,17.0,36.0,43.0,3.0,21.0,30.0,1.0
11.0,21.0,36.0,57.0,2.0,41.0,56.0,0.0
11.0,12.0,36.0,50.0,1.0,11.0,120.0,1.0
11.0,12.0,36.0,51.0,1.0,11.0,64.0,1.0
11.0,12.0,36.0,73.0,2.0,11.0,72.0,1.0
11.0,17.0,36.0,67.0,2.0,21.0,56.0,0.0
11.0,12.0,35.0,46.0,1.0,11.0,84.0,1.0
11.0,12.0,23.0,52.0,1.0,11.0,63.0,1.0
11.0,17.0,23.0,41.0,2.0,21.0,56.0,1.0
11.0,12.0,36.0,42.0,2.0,11.0,84.0,1.0
11.0,12.0,36.0,47.0,1.0,11.0,56.0,1.0
11.0,21.0,31.0,36.0,3.0,41.0,48.0,0.0
11.0,31.0,31.0,55.0,3.0,51.0,24.0,1.0
11.0,12.0,23.0,37.0,1.0,11.0,40.0,1.0
11.0,12.0,23.0,64.0,1.0,11.0,66.0,1.0
11.0,12.0,36.0,48.0,2.0,11.0,42.0,1.0
11.0,12.0,36.0,32.0,2.0,11.0,72.0,1.0
11.0,17.0,36.0,44.0,1.0,21.0,36.0,1.0
11.0,17.0,36.0,43.0,3.0,21.0,48.0,1.0
11.0,17.0,24.0,49.0,3.0,21.0,40.0,0.0
11.0,17.0,36.0,51.0,2.0,21.0,63.0,1.0
11.0,12.0,36.0,72.0,2.0,11.0,70.0,1.0
11.0,17.0,36.0,44.0,1.0,21.0,42.0,1.0
11.0,12.0,36.0,74.0,2.0,11.0,54.0,1.0
11.0,12.0,35.0,51.0,1.0,11.0,108.0,1.0
11.0,17.0,36.0,66.0,2.0,21.0,63.0,0.0
11.0,17.0,36.0,80.0,1.0,21.0,42.0,1.0
11.0,12.0,36.0,40.0,2.0,11.0,98.0,1.0
11.0,12.0,36.0,64.0,3.0,11.0,42.0,1.0
11.0,12.0,36.0,39.0,2.0,11.0,36.0,1.0
11.0,12.0,35.0,34.0,3.0,11.0,90.0,1.0
11.0,17.0,23.0,58.0,2.0,21.0,80.0,1.0
11.0,12.0,36.0,32.0,2.0,11.0,42.0,1.0
11.0,31.0,38.0,39.0,3.0,51.0,30.0,1.0
11.0,12.0,35.0,75.0,2.0,11.0,42.0,1.0
11.0,12.0,36.0,38.0,1.0,11.0,48.0,1.0
11.0,12.0,23.0,67.0,1.0,11.0,122.0,1.0
11.0,12.0,36.0,62.0,2.0,11.0,63.0,1.0
11.0,12.0,36.0,51.0,1.0,11.0,63.0,1.0
11.0,12.0,36.0,46.0,1.0,11.0,54.0,1.0
11.0,17.0,36.0,64.0,3.0,21.0,24.0,1.0
11.0,12.0,35.0,63.0,1.0,11.0,56.0,1.0
11.0,12.0,35.0,49.0,1.0,11.0,72.0,1.0
11.0,21.0,36.0,67.0,1.0,41.0,48.0,1.0
11.0,12.0,35.0,67.0,1.0,11.0,96.0,1.0
11.0,12.0,36.0,71.0,2.0,11.0,96.0,1.0
11.0,12.0,35.0,60.0,1.0,11.0,96.0,1.0
11.0,12.0,36.0,50.0,2.0,11.0,42.0,1.0
11.0,17.0,36.0,37.0,1.0,21.0,24.0,1.0
11.0,21.0,36.0,23.0,3.0,41.0,24.0,1.0
11.0,16.0,36.0,31.0,1.0,12.0,48.0,1.0
11.0,16.0,34.0,32.0,2.0,12.0,42.0,1.0
11.0,12.0,36.0,64.0,1.0,11.0,72.0,1.0
11.0,12.0,36.0,74.0,2.0,11.0,63.0,1.0
11.0,12.0,36.0,63.0,1.0,11.0,72.0,1.0
11.0,12.0,35.0,47.0,1.0,11.0,88.0,1.0
11.0,16.0,36.0,39.0,1.0,12.0,36.0,1.0
11.0,21.0,36.0,42.0,2.0,41.0,36.0,0.0
11.0,31.0,35.0,56.0,1.0,51.0,42.0,1.0
11.0,12.0,36.0,49.0,1.656688543031594,11.0,72.0,1.0
11.0,12.0,36.0,47.0,1.5319300322324216,11.0,42.0,1.0
11.0,16.0,36.0,56.0,1.0,12.0,36.0,1.0
11.0,12.0,35.0,65.0,1.2643259318622078,11.0,96.0,1.0
11.0,12.0,35.0,43.0,1.0,11.0,64.0,1.0
11.0,16.0,36.0,33.0,1.0,12.0,42.0,1.0
11.0,21.0,36.0,59.0,3.0,41.0,42.0,0.0
11.0,12.0,36.0,39.0,1.0,11.0,56.0,1.0
11.0,12.0,36.0,34.0,1.0,11.0,24.0,1.0
11.0,12.0,36.0,72.0,2.0,11.0,56.0,1.0
11.0,12.0,36.0,62.0,1.0,11.0,56.0,1.0
11.0,17.0,36.0,42.0,2.0,21.0,35.0,0.0
11.0,31.0,36.0,60.0,3.0,31.0,42.0,0.0
11.0,21.0,36.0,65.0,2.0,41.0,64.0,1.0
11.0,21.0,24.0,42.0,2.0,41.0,35.0,1.0
11.0,31.0,36.0,41.0,2.0,51.0,56.0,1.0
11.0,12.0,36.0,66.0,2.0,11.0,63.0,1.0
11.0,21.0,36.0,43.0,2.0,41.0,42.0,1.0
11.0,12.0,36.0,74.0,2.0,11.0,72.0,1.0
11.0,21.0,36.0,45.0,2.0,41.0,54.0,1.0
11.0,12.0,36.0,33.0,2.0,11.0,45.0,1.0
11.0,21.0,36.0,50.0,1.0,41.0,42.0,1.0
11.0,21.0,36.0,28.0,2.0,41.0,30.0,1.0
11.0,12.0,35.0,32.0,3.0,11.0,160.0,1.0
11.0,12.0,36.0,77.0,2.0,11.0,48.0,1.0
11.0,21.0,23.0,41.0,1.0,41.0,63.0,1.0
11.0,21.0,31.0,36.0,3.0,41.0,25.0,1.0
11.0,31.0,36.0,72.0,2.0,51.0,35.0,0.0
11.0,12.0,36.0,61.0,2.0,11.0,30.0,1.0
11.0,12.0,36.0,29.0,3.0,11.0,30.0,1.0
11.0,21.0,36.0,50.0,2.0,41.0,42.0,1.0
